return_id,return_date,product,return_units,return_reason,reason_category,delivery_delay_hours,product_batch_id,resolved_by_team
RTN000291,2024-11-19,Curd,4,Wrong Product,Operations,9.9,BTCH049141,Logistics
RTN000292,2024-11-30,Milk,6,Spoiled,Quality,8.4,BTCH085192,Customer Care
RTN000293,2024-12-03,Paneer,3,Spoiled,Quality,2.9,BTCH061926,Quality Control
RTN000294,2025-04-23,Paneer,8,Wrong Product,Operations,6.2,BTCH010385,Logistics
RTN000295,2024-09-21,Curd,4,Late Delivery,Delivery,5.5,BTCH095321,Quality Control
RTN000296,2025-07-24,Lassi,7,Spoiled,Quality,7.8,BTCH031148,Customer Care
RTN000297,2024-10-13,Milk,1,Late Delivery,Delivery,4.2,BTCH081634,Customer Care
RTN000298,2025-07-04,Milk,2,Wrong Product,Operations,6.0,BTCH002155,Quality Control
RTN000299,2024-10-12,Lassi,10,Late Delivery,Delivery,7.2,BTCH038178,Customer Care
RTN000300,2024-08-28,Milk,10,Damaged Packaging,Packaging,2.4,BTCH054601,Logistics
RTN000301,2025-07-26,Milk,9,Damaged Packaging,Packaging,0.7,BTCH068952,Quality Control
RTN000302,2024-10-11,Lassi,9,Taste Issue,Quality,0.2,BTCH061622,Logistics
RTN000303,2025-07-08,Ghee,6,Damaged Packaging,Packaging,7.5,BTCH046806,Logistics
RTN000304,2025-02-09,Curd,4,Spoiled,Quality,7.7,BTCH096363,Customer Care
RTN000305,2024-11-01,Paneer,1,Damaged Packaging,Packaging,5.5,BTCH084253,Logistics
RTN000306,2024-12-28,Ghee,8,Late Delivery,Delivery,8.1,BTCH008271,Quality Control
RTN000307,2024-11-25,Ghee,1,Damaged Packaging,Packaging,2.0,BTCH026145,Logistics
RTN000308,2024-10-17,Curd,5,Taste Issue,Quality,4.0,BTCH071177,Customer Care
RTN000309,2024-08-12,Curd,1,Late Delivery,Delivery,2.9,BTCH006266,Quality Control
RTN000310,2025-05-28,Curd,5,Spoiled,Quality,8.0,BTCH057273,Customer Care
RTN000311,2025-01-11,Ghee,7,Damaged Packaging,Packaging,9.7,BTCH065039,Quality Control
RTN000312,2025-07-17,Ghee,6,Taste Issue,Quality,2.7,BTCH010829,Quality Control
RTN000313,2024-11-16,Ghee,2,Wrong Product,Operations,6.0,BTCH023653,Quality Control
RTN000314,2025-01-24,Curd,6,Spoiled,Quality,0.8,BTCH086629,Customer Care
RTN000315,2025-06-15,Curd,8,Taste Issue,Quality,7.2,BTCH021843,Quality Control
RTN000316,2025-04-04,Ghee,6,Wrong Product,Operations,0.4,BTCH046211,Quality Control
RTN000317,2024-10-21,Ghee,5,Spoiled,Quality,0.8,BTCH083561,Customer Care
RTN000318,2024-10-26,Curd,9,Late Delivery,Delivery,9.5,BTCH018715,Quality Control
RTN000319,2025-01-24,Ghee,1,Late Delivery,Delivery,0.7,BTCH084563,Customer Care
RTN000320,2025-03-02,Curd,7,Taste Issue,Quality,0.3,BTCH020112,Quality Control
RTN000321,2024-11-11,Ghee,6,Damaged Packaging,Packaging,4.4,BTCH010078,Quality Control
RTN000322,2025-06-25,Paneer,9,Damaged Packaging,Packaging,4.0,BTCH085140,Customer Care
RTN000323,2025-05-18,Paneer,2,Spoiled,Quality,7.4,BTCH065411,Quality Control
RTN000324,2025-03-10,Ghee,9,Spoiled,Quality,2.6,BTCH034117,Quality Control
RTN000325,2025-04-26,Ghee,4,Taste Issue,Quality,2.9,BTCH064383,Logistics
RTN000326,2024-11-20,Milk,3,Spoiled,Quality,4.5,BTCH093503,Customer Care
RTN000327,2024-12-30,Milk,6,Damaged Packaging,Packaging,7.1,BTCH072090,Quality Control
RTN000328,2024-12-03,Curd,5,Late Delivery,Delivery,7.1,BTCH091780,Quality Control
RTN000329,2024-11-28,Paneer,6,Taste Issue,Quality,2.2,BTCH026343,Logistics
RTN000330,2024-10-31,Paneer,8,Spoiled,Quality,3.6,BTCH075010,Customer Care
RTN000331,2024-08-09,Ghee,9,Late Delivery,Delivery,6.1,BTCH011301,Logistics
RTN000332,2025-04-14,Curd,7,Wrong Product,Operations,5.3,BTCH053666,Quality Control
RTN000333,2025-01-31,Milk,3,Damaged Packaging,Packaging,6.4,BTCH058980,Customer Care
RTN000334,2024-11-01,Lassi,6,Late Delivery,Delivery,8.8,BTCH072261,Quality Control
RTN000335,2024-09-18,Lassi,3,Late Delivery,Delivery,4.3,BTCH007264,Logistics
RTN000336,2025-06-02,Lassi,3,Damaged Packaging,Packaging,1.6,BTCH042292,Quality Control
RTN000337,2025-06-29,Paneer,6,Taste Issue,Quality,8.9,BTCH010337,Customer Care
RTN000338,2025-05-29,Paneer,9,Damaged Packaging,Packaging,1.3,BTCH039692,Quality Control
RTN000339,2024-12-13,Lassi,2,Taste Issue,Quality,6.4,BTCH077570,Quality Control
RTN000340,2024-12-28,Paneer,3,Taste Issue,Quality,7.2,BTCH079317,Customer Care
RTN000341,2025-03-16,Lassi,1,Spoiled,Quality,0.8,BTCH084077,Quality Control
RTN000342,2025-02-05,Curd,4,Taste Issue,Quality,4.2,BTCH083754,Logistics
RTN000343,2024-12-06,Ghee,9,Damaged Packaging,Packaging,6.4,BTCH039597,Customer Care
RTN000344,2024-11-29,Paneer,7,Damaged Packaging,Packaging,4.5,BTCH090258,Logistics
RTN000345,2024-09-21,Paneer,8,Wrong Product,Operations,4.8,BTCH026742,Customer Care
RTN000346,2024-10-18,Lassi,3,Damaged Packaging,Packaging,8.6,BTCH041854,Quality Control
RTN000347,2025-06-23,Curd,7,Late Delivery,Delivery,7.6,BTCH067500,Quality Control
RTN000348,2025-03-30,Milk,6,Late Delivery,Delivery,4.7,BTCH035059,Customer Care
RTN000349,2025-01-05,Paneer,3,Spoiled,Quality,0.5,BTCH050352,Quality Control
RTN000350,2025-06-26,Ghee,4,Late Delivery,Delivery,8.1,BTCH075719,Quality Control
RTN000351,2024-11-22,Curd,4,Late Delivery,Delivery,5.0,BTCH067467,Customer Care
RTN000352,2024-11-04,Ghee,5,Wrong Product,Operations,0.2,BTCH051544,Quality Control
RTN000353,2024-12-27,Ghee,4,Late Delivery,Delivery,5.8,BTCH006378,Logistics
RTN000354,2025-07-14,Curd,8,Taste Issue,Quality,8.8,BTCH085756,Quality Control
RTN000355,2024-10-16,Ghee,5,Taste Issue,Quality,0.1,BTCH014090,Customer Care
RTN000356,2025-06-30,Paneer,5,Damaged Packaging,Packaging,7.6,BTCH047965,Logistics
RTN000357,2024-08-20,Ghee,1,Taste Issue,Quality,5.6,BTCH047517,Quality Control
RTN000358,2024-08-24,Curd,2,Wrong Product,Operations,5.0,BTCH072071,Customer Care
RTN000359,2025-01-24,Lassi,10,Spoiled,Quality,1.3,BTCH012673,Customer Care
RTN000360,2025-04-19,Curd,6,Taste Issue,Quality,9.4,BTCH098955,Logistics
RTN000361,2024-12-17,Paneer,10,Taste Issue,Quality,4.0,BTCH005277,Logistics
RTN000362,2025-06-18,Milk,3,Damaged Packaging,Packaging,8.0,BTCH068070,Customer Care
RTN000363,2025-07-07,Paneer,10,Taste Issue,Quality,1.4,BTCH080357,Customer Care
RTN000364,2025-07-03,Paneer,7,Taste Issue,Quality,7.4,BTCH039222,Quality Control
RTN000365,2025-06-30,Curd,9,Taste Issue,Quality,5.3,BTCH092896,Quality Control
RTN000366,2025-06-03,Curd,8,Spoiled,Quality,3.7,BTCH088318,Logistics
RTN000367,2024-11-29,Ghee,10,Damaged Packaging,Packaging,8.0,BTCH095070,Quality Control
RTN000368,2025-06-20,Milk,10,Wrong Product,Operations,2.7,BTCH085930,Quality Control
RTN000369,2024-11-21,Lassi,4,Spoiled,Quality,5.8,BTCH022350,Quality Control
RTN000370,2025-06-07,Lassi,7,Late Delivery,Delivery,8.2,BTCH031746,Logistics
RTN000371,2025-04-15,Lassi,2,Late Delivery,Delivery,0.2,BTCH041117,Customer Care
RTN000372,2025-02-25,Paneer,7,Late Delivery,Delivery,4.1,BTCH080148,Customer Care
RTN000373,2025-07-14,Milk,3,Taste Issue,Quality,2.1,BTCH042605,Quality Control
RTN000374,2025-04-12,Ghee,9,Wrong Product,Operations,3.1,BTCH022700,Customer Care
RTN000375,2025-07-27,Lassi,6,Taste Issue,Quality,3.5,BTCH094494,Quality Control
RTN000376,2025-01-25,Curd,10,Wrong Product,Operations,1.9,BTCH032312,Customer Care
RTN000377,2025-02-28,Lassi,5,Late Delivery,Delivery,9.4,BTCH039009,Customer Care
RTN000378,2024-11-30,Paneer,8,Damaged Packaging,Packaging,4.8,BTCH073465,Quality Control
RTN000379,2024-12-29,Curd,5,Spoiled,Quality,5.7,BTCH071198,Customer Care
RTN000380,2025-04-24,Ghee,6,Late Delivery,Delivery,2.9,BTCH037701,Quality Control
RTN000381,2025-03-31,Milk,6,Wrong Product,Operations,6.6,BTCH097956,Customer Care
RTN000382,2025-04-09,Paneer,4,Taste Issue,Quality,2.7,BTCH073665,Quality Control
RTN000383,2025-02-01,Curd,3,Spoiled,Quality,6.2,BTCH076918,Logistics
RTN000384,2025-01-04,Paneer,1,Taste Issue,Quality,2.3,BTCH030519,Logistics
RTN000385,2025-06-19,Milk,7,Damaged Packaging,Packaging,7.2,BTCH013179,Quality Control
RTN000386,2025-07-24,Paneer,1,Taste Issue,Quality,9.8,BTCH020702,Customer Care
RTN000387,2025-07-31,Ghee,8,Late Delivery,Delivery,7.6,BTCH037650,Customer Care
RTN000388,2025-01-20,Curd,1,Spoiled,Quality,6.5,BTCH030438,Quality Control
RTN000389,2024-12-09,Milk,3,Wrong Product,Operations,8.8,BTCH023041,Logistics
RTN000390,2024-11-21,Ghee,8,Late Delivery,Delivery,9.4,BTCH037942,Logistics
RTN000391,2025-03-31,Milk,5,Taste Issue,Quality,6.0,BTCH043915,Customer Care
RTN000392,2024-11-16,Ghee,9,Taste Issue,Quality,4.9,BTCH017590,Quality Control
RTN000393,2025-05-30,Ghee,5,Late Delivery,Delivery,8.1,BTCH043344,Logistics
RTN000394,2025-01-05,Ghee,5,Late Delivery,Delivery,0.1,BTCH044186,Customer Care
RTN000395,2024-09-11,Lassi,4,Late Delivery,Delivery,6.1,BTCH083720,Customer Care
RTN000396,2025-04-22,Ghee,9,Damaged Packaging,Packaging,0.9,BTCH087721,Logistics
RTN000397,2024-11-21,Paneer,3,Wrong Product,Operations,3.2,BTCH032513,Logistics
RTN000398,2025-04-12,Curd,7,Late Delivery,Delivery,4.5,BTCH034996,Customer Care
RTN000399,2025-04-12,Curd,10,Taste Issue,Quality,0.1,BTCH085680,Customer Care
RTN000400,2024-12-17,Paneer,1,Spoiled,Quality,4.7,BTCH020935,Customer Care
RTN000401,2025-03-16,Lassi,5,Spoiled,Quality,6.4,BTCH038672,Customer Care
RTN000402,2024-10-15,Lassi,4,Late Delivery,Delivery,9.6,BTCH062677,Logistics
RTN000403,2024-10-28,Ghee,10,Damaged Packaging,Packaging,4.2,BTCH071990,Customer Care
RTN000404,2025-01-15,Lassi,4,Late Delivery,Delivery,6.8,BTCH078095,Logistics
RTN000405,2025-05-28,Lassi,8,Taste Issue,Quality,7.0,BTCH010238,Quality Control
RTN000406,2024-09-25,Milk,1,Taste Issue,Quality,9.0,BTCH026498,Quality Control
RTN000407,2024-10-01,Lassi,3,Late Delivery,Delivery,3.3,BTCH068203,Customer Care
RTN000408,2025-01-20,Milk,4,Taste Issue,Quality,4.9,BTCH066896,Customer Care
RTN000409,2024-12-19,Milk,8,Late Delivery,Delivery,5.1,BTCH059874,Quality Control
RTN000410,2025-05-23,Milk,9,Wrong Product,Operations,6.7,BTCH040393,Quality Control
RTN000411,2025-07-13,Milk,7,Damaged Packaging,Packaging,8.2,BTCH097755,Logistics
RTN000412,2024-08-08,Lassi,2,Spoiled,Quality,4.2,BTCH091801,Logistics
RTN000413,2024-12-26,Lassi,1,Spoiled,Quality,9.9,BTCH061876,Logistics
RTN000414,2025-03-30,Curd,7,Late Delivery,Delivery,7.7,BTCH084086,Quality Control
RTN000415,2024-11-13,Ghee,6,Wrong Product,Operations,4.5,BTCH049480,Customer Care
RTN000416,2025-03-11,Milk,9,Late Delivery,Delivery,6.5,BTCH045583,Logistics
RTN000417,2025-04-12,Paneer,9,Wrong Product,Operations,5.3,BTCH095402,Logistics
RTN000418,2024-09-10,Milk,1,Damaged Packaging,Packaging,4.6,BTCH094254,Quality Control
RTN000419,2025-01-04,Ghee,9,Wrong Product,Operations,8.2,BTCH032442,Customer Care
RTN000420,2024-09-23,Curd,3,Damaged Packaging,Packaging,1.9,BTCH095031,Logistics
RTN000421,2025-01-26,Milk,7,Taste Issue,Quality,7.7,BTCH002051,Logistics
RTN000422,2024-08-28,Paneer,2,Spoiled,Quality,5.9,BTCH058516,Quality Control
RTN000423,2025-02-05,Milk,4,Spoiled,Quality,4.0,BTCH030716,Quality Control
RTN000424,2025-07-13,Paneer,1,Late Delivery,Delivery,5.0,BTCH037915,Logistics
RTN000425,2024-09-23,Lassi,6,Taste Issue,Quality,6.0,BTCH088151,Customer Care
RTN000426,2025-04-06,Paneer,5,Late Delivery,Delivery,9.9,BTCH068322,Logistics
RTN000427,2025-04-18,Ghee,5,Damaged Packaging,Packaging,0.6,BTCH077551,Quality Control
RTN000428,2024-12-17,Paneer,7,Taste Issue,Quality,5.0,BTCH045144,Quality Control
RTN000429,2024-12-31,Ghee,9,Damaged Packaging,Packaging,7.0,BTCH053512,Logistics
RTN000430,2025-02-18,Curd,7,Late Delivery,Delivery,7.5,BTCH062066,Logistics
RTN000431,2025-05-02,Paneer,5,Late Delivery,Delivery,8.1,BTCH007553,Quality Control
RTN000432,2024-08-22,Ghee,7,Taste Issue,Quality,5.3,BTCH050911,Logistics
RTN000433,2025-06-23,Curd,4,Damaged Packaging,Packaging,6.5,BTCH058955,Customer Care
RTN000434,2025-01-09,Milk,9,Late Delivery,Delivery,0.5,BTCH049437,Quality Control
RTN000435,2025-03-24,Lassi,10,Spoiled,Quality,8.7,BTCH024663,Quality Control
RTN000436,2025-02-28,Lassi,4,Wrong Product,Operations,2.1,BTCH043643,Customer Care
RTN000437,2024-12-02,Milk,4,Late Delivery,Delivery,9.6,BTCH015377,Quality Control
RTN000438,2025-02-20,Ghee,4,Taste Issue,Quality,7.0,BTCH051988,Logistics
RTN000439,2024-09-27,Lassi,6,Damaged Packaging,Packaging,3.8,BTCH069947,Quality Control
RTN000440,2024-10-17,Curd,5,Damaged Packaging,Packaging,3.6,BTCH065180,Customer Care
RTN000441,2025-06-09,Milk,8,Damaged Packaging,Packaging,9.1,BTCH048590,Customer Care
RTN000442,2024-11-25,Ghee,1,Taste Issue,Quality,8.6,BTCH097158,Logistics
RTN000443,2025-04-28,Milk,5,Taste Issue,Quality,9.3,BTCH075910,Quality Control
RTN000444,2025-03-29,Ghee,5,Late Delivery,Delivery,2.0,BTCH030150,Customer Care
RTN000445,2025-03-11,Lassi,4,Wrong Product,Operations,5.5,BTCH089765,Customer Care
RTN000446,2024-10-22,Curd,8,Wrong Product,Operations,4.6,BTCH096046,Customer Care
RTN000447,2025-05-07,Paneer,3,Taste Issue,Quality,4.9,BTCH071059,Quality Control
RTN000448,2025-05-31,Milk,9,Spoiled,Quality,8.4,BTCH009743,Quality Control
RTN000449,2024-10-16,Milk,1,Wrong Product,Operations,1.4,BTCH082668,Logistics
RTN000450,2025-02-04,Milk,3,Spoiled,Quality,2.2,BTCH059771,Customer Care
RTN000451,2024-12-29,Milk,10,Taste Issue,Quality,9.1,BTCH086414,Customer Care
RTN000452,2024-09-19,Milk,1,Taste Issue,Quality,5.5,BTCH001554,Logistics
RTN000453,2024-12-15,Lassi,5,Taste Issue,Quality,9.8,BTCH002247,Quality Control
RTN000454,2025-02-11,Ghee,3,Spoiled,Quality,9.2,BTCH068733,Logistics
RTN000455,2025-03-03,Paneer,4,Taste Issue,Quality,5.3,BTCH046458,Customer Care
RTN000456,2024-08-08,Ghee,2,Damaged Packaging,Packaging,9.6,BTCH060162,Quality Control
RTN000457,2024-09-21,Paneer,4,Damaged Packaging,Packaging,6.8,BTCH010567,Quality Control
RTN000458,2025-01-16,Milk,2,Wrong Product,Operations,3.8,BTCH072444,Customer Care
RTN000459,2024-09-30,Milk,1,Late Delivery,Delivery,0.8,BTCH056874,Quality Control
RTN000460,2025-07-05,Curd,10,Spoiled,Quality,8.9,BTCH005578,Logistics
RTN000461,2025-02-21,Paneer,10,Wrong Product,Operations,2.7,BTCH009745,Quality Control
RTN000462,2025-04-20,Curd,9,Taste Issue,Quality,6.6,BTCH023509,Customer Care
RTN000463,2025-06-27,Milk,4,Taste Issue,Quality,1.4,BTCH093417,Customer Care
RTN000464,2024-12-01,Milk,5,Late Delivery,Delivery,5.6,BTCH074278,Customer Care
RTN000465,2025-05-14,Lassi,6,Wrong Product,Operations,7.6,BTCH018344,Quality Control
RTN000466,2025-04-02,Milk,9,Damaged Packaging,Packaging,0.5,BTCH057291,Logistics
RTN000467,2025-06-04,Milk,6,Taste Issue,Quality,7.7,BTCH078068,Customer Care
RTN000468,2024-12-24,Curd,1,Damaged Packaging,Packaging,7.8,BTCH059055,Customer Care
RTN000469,2024-11-08,Paneer,6,Taste Issue,Quality,9.4,BTCH056604,Logistics
RTN000470,2025-01-31,Lassi,7,Spoiled,Quality,7.7,BTCH038716,Logistics
RTN000471,2024-10-24,Milk,2,Damaged Packaging,Packaging,1.5,BTCH093281,Quality Control
RTN000472,2025-01-07,Paneer,7,Damaged Packaging,Packaging,3.6,BTCH011996,Logistics
RTN000473,2025-01-02,Curd,8,Damaged Packaging,Packaging,7.6,BTCH013400,Logistics
RTN000474,2024-09-18,Milk,3,Wrong Product,Operations,4.5,BTCH072711,Quality Control
RTN000475,2024-08-31,Ghee,2,Spoiled,Quality,0.9,BTCH072643,Logistics
RTN000476,2024-10-30,Lassi,10,Damaged Packaging,Packaging,8.6,BTCH001618,Customer Care
RTN000477,2025-04-10,Ghee,7,Spoiled,Quality,7.2,BTCH073340,Logistics
RTN000478,2025-01-12,Lassi,9,Late Delivery,Delivery,6.9,BTCH022217,Logistics
RTN000479,2025-06-24,Curd,5,Damaged Packaging,Packaging,4.9,BTCH008293,Logistics
RTN000480,2025-01-25,Ghee,5,Wrong Product,Operations,3.0,BTCH010083,Customer Care
RTN000481,2025-07-04,Curd,4,Wrong Product,Operations,5.9,BTCH025631,Customer Care
RTN000482,2025-01-07,Milk,3,Damaged Packaging,Packaging,0.1,BTCH051865,Customer Care
RTN000483,2025-01-09,Lassi,7,Damaged Packaging,Packaging,4.4,BTCH056442,Quality Control
RTN000484,2025-05-12,Lassi,3,Damaged Packaging,Packaging,3.2,BTCH091134,Logistics
RTN000485,2025-04-16,Ghee,6,Late Delivery,Delivery,9.6,BTCH041831,Customer Care
RTN000486,2025-05-25,Ghee,10,Late Delivery,Delivery,3.3,BTCH036740,Customer Care
RTN000487,2024-10-16,Curd,2,Taste Issue,Quality,2.0,BTCH071517,Logistics
RTN000488,2025-06-18,Lassi,1,Wrong Product,Operations,9.4,BTCH027480,Customer Care
RTN000489,2025-01-12,Curd,2,Wrong Product,Operations,6.7,BTCH018243,Quality Control
RTN000490,2025-04-01,Curd,4,Damaged Packaging,Packaging,6.6,BTCH093748,Customer Care
RTN000491,2025-07-05,Ghee,2,Wrong Product,Operations,9.9,BTCH062815,Quality Control
RTN000492,2025-06-06,Ghee,9,Taste Issue,Quality,9.2,BTCH090664,Customer Care
RTN000493,2024-09-30,Lassi,1,Damaged Packaging,Packaging,7.0,BTCH070374,Quality Control
RTN000494,2024-09-27,Milk,2,Late Delivery,Delivery,6.6,BTCH046532,Logistics
RTN000495,2024-11-29,Lassi,1,Taste Issue,Quality,9.8,BTCH088798,Quality Control
RTN000496,2025-02-08,Ghee,6,Wrong Product,Operations,1.1,BTCH012925,Customer Care
RTN000497,2025-07-30,Paneer,9,Taste Issue,Quality,5.6,BTCH090134,Quality Control
RTN000498,2025-01-30,Paneer,8,Damaged Packaging,Packaging,3.9,BTCH089071,Quality Control
RTN000499,2025-03-09,Lassi,3,Damaged Packaging,Packaging,10.0,BTCH063278,Logistics
RTN000500,2025-02-23,Curd,7,Spoiled,Quality,1.2,BTCH095703,Logistics
RTN000501,2025-01-31,Curd,5,Damaged Packaging,Packaging,4.6,BTCH027115,Quality Control
RTN000502,2025-05-12,Ghee,6,Wrong Product,Operations,1.0,BTCH094634,Quality Control
RTN000503,2025-04-13,Ghee,6,Spoiled,Quality,3.0,BTCH093164,Logistics
RTN000504,2025-04-26,Milk,6,Spoiled,Quality,6.8,BTCH021543,Quality Control
RTN000505,2024-08-31,Paneer,9,Late Delivery,Delivery,5.5,BTCH043384,Quality Control
RTN000506,2024-11-27,Ghee,8,Late Delivery,Delivery,8.0,BTCH082544,Logistics
RTN000507,2024-12-06,Paneer,7,Wrong Product,Operations,0.3,BTCH080493,Logistics
RTN000508,2025-06-17,Ghee,10,Wrong Product,Operations,3.9,BTCH092372,Logistics
RTN000509,2025-05-12,Paneer,5,Spoiled,Quality,5.8,BTCH070372,Logistics
RTN000510,2024-11-11,Curd,6,Late Delivery,Delivery,4.6,BTCH034388,Quality Control
RTN000511,2024-10-27,Ghee,9,Damaged Packaging,Packaging,6.0,BTCH080126,Customer Care
RTN000512,2024-09-16,Lassi,2,Damaged Packaging,Packaging,3.5,BTCH060013,Quality Control
RTN000513,2024-11-02,Paneer,5,Taste Issue,Quality,5.9,BTCH088095,Logistics
RTN000514,2024-08-22,Curd,2,Late Delivery,Delivery,3.1,BTCH023993,Customer Care
RTN000515,2024-09-16,Paneer,9,Wrong Product,Operations,4.2,BTCH018071,Quality Control
RTN000516,2024-10-30,Ghee,7,Late Delivery,Delivery,4.9,BTCH070436,Quality Control
RTN000517,2024-09-15,Paneer,9,Late Delivery,Delivery,4.9,BTCH018389,Logistics
RTN000518,2024-10-09,Curd,8,Taste Issue,Quality,0.5,BTCH047060,Logistics
RTN000519,2025-07-19,Ghee,3,Late Delivery,Delivery,8.2,BTCH073608,Quality Control
RTN000520,2025-08-01,Ghee,7,Wrong Product,Operations,4.2,BTCH058177,Customer Care
RTN000521,2025-03-11,Paneer,2,Taste Issue,Quality,0.3,BTCH099754,Logistics
RTN000522,2024-12-27,Curd,1,Damaged Packaging,Packaging,2.2,BTCH037837,Logistics
RTN000523,2025-07-15,Ghee,10,Wrong Product,Operations,5.5,BTCH014839,Quality Control
RTN000524,2024-12-06,Milk,5,Taste Issue,Quality,8.2,BTCH048086,Quality Control
RTN000525,2025-07-07,Milk,8,Taste Issue,Quality,2.2,BTCH055726,Logistics
RTN000526,2025-06-02,Paneer,5,Spoiled,Quality,4.5,BTCH045689,Logistics
RTN000527,2025-04-19,Ghee,2,Late Delivery,Delivery,2.1,BTCH096681,Quality Control
RTN000528,2024-11-17,Curd,10,Wrong Product,Operations,1.7,BTCH018250,Logistics
RTN000529,2025-01-28,Paneer,1,Taste Issue,Quality,3.5,BTCH036843,Quality Control
RTN000530,2024-10-06,Lassi,3,Damaged Packaging,Packaging,9.8,BTCH038357,Customer Care
RTN000531,2025-05-29,Lassi,5,Taste Issue,Quality,9.9,BTCH089038,Logistics
RTN000532,2025-01-03,Paneer,7,Spoiled,Quality,9.9,BTCH085970,Logistics
RTN000533,2025-01-10,Paneer,4,Late Delivery,Delivery,7.1,BTCH032448,Quality Control
RTN000534,2025-02-17,Ghee,8,Late Delivery,Delivery,5.8,BTCH035222,Quality Control
RTN000535,2025-06-08,Ghee,7,Wrong Product,Operations,0.8,BTCH012203,Customer Care
RTN000536,2025-03-12,Lassi,5,Damaged Packaging,Packaging,4.5,BTCH063969,Customer Care
RTN000537,2025-06-01,Lassi,1,Spoiled,Quality,7.3,BTCH060090,Quality Control
RTN000538,2024-12-11,Curd,2,Taste Issue,Quality,4.0,BTCH056315,Logistics
RTN000539,2024-11-27,Ghee,5,Damaged Packaging,Packaging,8.3,BTCH044271,Quality Control
RTN000540,2024-11-01,Lassi,3,Taste Issue,Quality,8.5,BTCH045055,Quality Control
RTN000541,2025-06-29,Milk,1,Spoiled,Quality,6.3,BTCH060239,Logistics
RTN000542,2025-04-26,Milk,3,Wrong Product,Operations,4.6,BTCH056073,Logistics
RTN000543,2025-03-25,Paneer,5,Late Delivery,Delivery,8.7,BTCH035917,Logistics
RTN000544,2024-08-23,Curd,5,Spoiled,Quality,3.7,BTCH085055,Logistics
RTN000545,2024-09-18,Milk,7,Damaged Packaging,Packaging,7.3,BTCH098990,Logistics
RTN000546,2024-12-30,Ghee,2,Spoiled,Quality,0.0,BTCH062497,Logistics
RTN000547,2024-08-30,Paneer,10,Late Delivery,Delivery,5.2,BTCH058336,Logistics
RTN000548,2025-07-27,Milk,6,Spoiled,Quality,9.9,BTCH055354,Quality Control
RTN000549,2024-12-27,Paneer,8,Spoiled,Quality,2.3,BTCH011709,Quality Control
RTN000550,2025-02-08,Milk,2,Damaged Packaging,Packaging,3.7,BTCH039224,Logistics
RTN000551,2024-09-04,Ghee,3,Late Delivery,Delivery,0.7,BTCH073832,Logistics
RTN000552,2024-09-11,Lassi,3,Wrong Product,Operations,3.5,BTCH027926,Quality Control
RTN000553,2025-05-11,Paneer,7,Taste Issue,Quality,6.9,BTCH028475,Logistics
RTN000554,2025-06-26,Milk,3,Spoiled,Quality,5.9,BTCH050336,Customer Care
RTN000555,2025-06-19,Ghee,6,Late Delivery,Delivery,2.5,BTCH084492,Logistics
RTN000556,2025-04-05,Paneer,9,Taste Issue,Quality,6.0,BTCH079639,Customer Care
RTN000557,2024-10-16,Milk,5,Late Delivery,Delivery,5.2,BTCH066785,Logistics
RTN000558,2025-01-24,Ghee,5,Spoiled,Quality,7.8,BTCH031371,Customer Care
