complaint_id,date,product,complaint_type,taste_score,resolved,resolution_days,delivery_time,source_channel,complaint_severity,customer_rating_after_resolution
CMP000294,2025-05-09,Milk,Taste Issue,2.2,Yes,1.0,5.6,Low,Medium,4.3
CMP000295,2025-06-07,Ghee,Bad Smell,2.4,Yes,0.0,22.9,Low,Medium,3.2
CMP000296,2025-02-14,Milk,Spoiled Products,2.7,No,,6.1,Low,Low,
CMP000297,2024-12-10,Lassi,Taste Issue,4.1,No,,4.2,Low,Medium,
CMP000298,2025-02-14,Lassi,Spoiled Products,3.3,Yes,6.0,7.4,Low,Low,3.3
CMP000299,2025-07-07,Paneer,Packaging Issue,2.1,No,,13.7,Low,Low,
CMP000300,2024-12-03,Paneer,Packaging Issue,3.4,Yes,7.0,6.1,Low,High,3.7
CMP000301,2024-11-30,Lassi,Packaging Issue,4.2,No,,12.8,Low,Medium,
CMP000302,2025-05-19,Lassi,Spoiled Products,2.2,Yes,7.0,10.3,High,High,3.6
CMP000303,2024-12-28,Ghee,Taste Issue,4.1,No,,11.5,Medium,Low,
CMP000304,2025-05-08,Milk,Taste Issue,1.8,Yes,0.0,23.1,Low,Medium,3.9
CMP000305,2025-03-17,Curd,Late Delivery,4.3,No,,17.5,Low,Low,
CMP000306,2024-10-14,Curd,Spoiled Products,3.9,No,,5.5,High,Low,
CMP000307,2025-06-19,Ghee,Taste Issue,3.0,No,,14.9,Medium,Low,
CMP000308,2024-12-18,Lassi,Taste Issue,3.6,Yes,1.0,19.4,Medium,Low,4.3
CMP000309,2025-01-04,Milk,Taste Issue,4.9,No,,23.3,Low,Medium,
CMP000310,2024-11-09,Milk,Late Delivery,1.4,Yes,3.0,12.9,Low,Medium,4.2
CMP000311,2025-04-26,Lassi,Spoiled Products,2.4,Yes,7.0,6.1,Low,High,3.2
CMP000312,2025-03-04,Paneer,Bad Smell,2.2,No,,19.7,Low,Low,
CMP000313,2025-08-05,Milk,Packaging Issue,3.9,No,,10.4,Low,Medium,
CMP000314,2025-02-15,Milk,Late Delivery,4.4,Yes,2.0,22.6,Medium,Low,4.1
CMP000315,2025-02-02,Curd,Taste Issue,2.7,No,,8.6,Low,Low,
CMP000316,2024-11-05,Ghee,Packaging Issue,1.1,Yes,7.0,15.8,Low,Medium,3.4
CMP000317,2025-04-10,Milk,Taste Issue,1.4,Yes,5.0,10.5,Low,Low,4.7
CMP000318,2025-07-21,Lassi,Bad Smell,3.4,No,,15.7,Low,Medium,
CMP000319,2025-01-15,Lassi,Spoiled Products,4.3,No,,22.4,Low,Medium,
CMP000320,2024-12-26,Curd,Late Delivery,2.0,Yes,2.0,11.5,Low,Low,4.2
CMP000321,2025-04-16,Lassi,Packaging Issue,2.7,No,,16.7,Medium,Medium,
CMP000322,2025-01-03,Paneer,Taste Issue,1.7,No,,6.8,Low,Low,
CMP000323,2025-07-27,Milk,Bad Smell,4.8,No,,6.7,Medium,High,
CMP000324,2024-08-13,Lassi,Packaging Issue,2.6,No,,12.3,Medium,Low,
CMP000325,2024-12-18,Milk,Taste Issue,1.1,Yes,4.0,4.7,Low,Low,4.6
CMP000326,2025-03-05,Lassi,Packaging Issue,3.2,Yes,1.0,9.4,Low,High,4.1
CMP000327,2025-07-21,Milk,Packaging Issue,3.2,No,,6.0,Medium,Medium,
CMP000328,2025-04-18,Curd,Late Delivery,2.8,No,,21.2,Low,Medium,
CMP000329,2025-06-27,Milk,Spoiled Products,1.8,No,,21.2,Medium,Low,
CMP000330,2025-02-28,Lassi,Spoiled Products,4.1,Yes,0.0,15.4,Low,Low,3.3
CMP000331,2024-11-17,Curd,Bad Smell,3.3,Yes,2.0,23.3,Medium,High,5.0
CMP000332,2024-10-10,Paneer,Spoiled Products,2.0,No,,20.6,Medium,Medium,
CMP000333,2025-05-07,Ghee,Spoiled Products,3.3,No,,16.6,Low,Low,
CMP000334,2025-04-03,Milk,Packaging Issue,3.1,No,,17.9,Medium,Low,
CMP000335,2025-03-01,Ghee,Bad Smell,3.3,Yes,7.0,16.7,Medium,Medium,4.6
CMP000336,2025-07-24,Ghee,Spoiled Products,4.9,Yes,7.0,9.4,Medium,Low,4.2
CMP000337,2025-04-24,Lassi,Packaging Issue,4.2,Yes,0.0,6.0,Medium,Low,3.2
CMP000338,2025-07-12,Paneer,Packaging Issue,2.8,No,,8.0,Medium,Low,
CMP000339,2025-05-05,Curd,Spoiled Products,4.5,No,,5.9,Low,Low,
CMP000340,2025-01-11,Paneer,Late Delivery,2.6,No,,18.5,Medium,Low,
CMP000341,2024-12-01,Milk,Late Delivery,1.0,No,,5.6,Low,Low,
CMP000342,2025-06-29,Ghee,Late Delivery,1.0,No,,20.3,High,Low,
CMP000343,2024-08-12,Paneer,Packaging Issue,1.3,No,,5.8,Medium,Low,
CMP000344,2024-10-18,Curd,Bad Smell,1.5,Yes,2.0,5.4,Low,Medium,3.3
CMP000345,2024-08-31,Curd,Spoiled Products,3.5,Yes,6.0,16.3,Low,Low,4.8
CMP000346,2025-07-09,Paneer,Late Delivery,3.4,No,,11.0,Low,Medium,
CMP000347,2024-12-06,Paneer,Bad Smell,3.6,Yes,4.0,19.6,Medium,Medium,4.3
CMP000348,2024-12-26,Curd,Spoiled Products,3.1,Yes,6.0,9.9,Low,Medium,4.9
CMP000349,2025-06-22,Ghee,Packaging Issue,1.5,No,,16.8,Low,Medium,
CMP000350,2025-05-26,Milk,Bad Smell,4.7,Yes,6.0,21.2,Low,Low,4.4
CMP000351,2025-03-13,Ghee,Late Delivery,1.1,Yes,0.0,9.2,Low,Low,4.6
CMP000352,2024-12-09,Lassi,Bad Smell,3.5,No,,12.5,Low,Medium,
CMP000353,2024-11-30,Lassi,Taste Issue,1.6,Yes,4.0,5.6,High,High,3.3
CMP000354,2025-01-05,Curd,Packaging Issue,3.3,Yes,4.0,18.0,Medium,Medium,3.1
CMP000355,2024-12-29,Milk,Packaging Issue,1.5,Yes,4.0,17.3,Medium,Low,3.0
CMP000356,2025-04-08,Paneer,Late Delivery,1.7,No,,14.5,Medium,Medium,
CMP000357,2025-06-30,Paneer,Bad Smell,1.5,No,,18.7,Low,Medium,
CMP000358,2025-02-17,Curd,Packaging Issue,2.1,Yes,4.0,18.2,Low,Low,3.9
CMP000359,2025-03-03,Curd,Late Delivery,3.0,Yes,5.0,7.1,Medium,Medium,4.3
CMP000360,2025-08-02,Milk,Spoiled Products,4.0,Yes,0.0,21.2,Low,Low,3.7
CMP000361,2025-07-08,Paneer,Spoiled Products,4.7,Yes,6.0,8.5,Low,High,3.6
CMP000362,2025-03-06,Milk,Taste Issue,2.5,Yes,2.0,8.5,Low,Low,3.8
CMP000363,2025-04-01,Ghee,Bad Smell,4.1,No,,10.5,Low,Low,
CMP000364,2025-02-07,Paneer,Bad Smell,3.3,No,,18.8,Low,Low,
CMP000365,2025-02-03,Ghee,Spoiled Products,3.9,Yes,2.0,4.1,Low,Low,3.7
CMP000366,2025-02-08,Milk,Bad Smell,1.0,No,,21.0,Medium,Low,
CMP000367,2024-08-29,Lassi,Spoiled Products,2.7,Yes,2.0,18.2,Low,High,4.8
CMP000368,2025-02-15,Lassi,Packaging Issue,3.8,No,,13.2,Medium,Low,
CMP000369,2024-11-17,Lassi,Spoiled Products,3.5,No,,5.5,Low,Low,
CMP000370,2025-05-06,Paneer,Spoiled Products,2.2,No,,22.5,Low,Medium,
CMP000371,2025-04-04,Curd,Bad Smell,2.8,Yes,1.0,22.9,Low,Medium,3.2
CMP000372,2025-01-13,Milk,Spoiled Products,2.8,No,,12.1,Low,High,
CMP000373,2025-04-16,Paneer,Packaging Issue,2.2,No,,21.0,Low,Medium,
CMP000374,2025-04-29,Curd,Taste Issue,1.2,No,,7.0,Medium,High,
CMP000375,2025-04-07,Ghee,Taste Issue,1.2,No,,9.2,High,Low,
CMP000376,2025-02-24,Ghee,Packaging Issue,3.2,Yes,1.0,13.2,Medium,Low,3.0
CMP000377,2025-04-16,Paneer,Spoiled Products,1.8,No,,11.4,Medium,Medium,
CMP000378,2024-09-16,Lassi,Taste Issue,2.0,Yes,0.0,23.9,Low,Medium,4.6
CMP000379,2025-04-22,Milk,Bad Smell,1.5,No,,5.0,High,Low,
CMP000380,2024-09-01,Ghee,Packaging Issue,1.1,No,,7.5,Low,Low,
CMP000381,2025-03-21,Curd,Packaging Issue,4.5,Yes,3.0,16.9,Low,Medium,4.0
CMP000382,2024-10-10,Milk,Bad Smell,2.5,No,,8.0,Medium,Low,
CMP000383,2024-08-10,Lassi,Late Delivery,5.0,No,,13.6,Medium,Low,
CMP000384,2024-11-11,Lassi,Taste Issue,2.3,No,,7.6,Low,Low,
CMP000385,2025-04-16,Curd,Late Delivery,4.2,No,,14.6,Medium,High,
CMP000386,2024-12-06,Paneer,Late Delivery,2.0,Yes,4.0,14.7,Medium,Medium,4.5
CMP000387,2024-12-05,Paneer,Taste Issue,4.4,No,,11.1,Medium,Medium,
CMP000388,2024-10-30,Paneer,Spoiled Products,3.4,No,,22.3,Low,Medium,
CMP000389,2025-04-06,Lassi,Taste Issue,1.6,Yes,7.0,14.8,Low,Low,3.1
CMP000390,2024-08-06,Lassi,Spoiled Products,1.1,No,,4.0,High,Low,
CMP000391,2024-10-19,Paneer,Bad Smell,3.9,No,,5.2,Low,Medium,
CMP000392,2024-10-19,Paneer,Late Delivery,4.4,No,,23.2,Low,High,
CMP000393,2025-03-16,Ghee,Taste Issue,1.4,No,,10.5,High,Medium,
CMP000394,2024-09-27,Ghee,Packaging Issue,3.6,Yes,5.0,8.5,Low,Low,3.6
CMP000395,2025-06-24,Curd,Spoiled Products,1.7,Yes,6.0,21.0,Medium,Low,3.4
CMP000396,2024-09-19,Curd,Taste Issue,1.9,Yes,7.0,6.8,Medium,Low,5.0
CMP000397,2025-07-02,Paneer,Late Delivery,4.3,No,,12.9,Low,Low,
CMP000398,2025-06-25,Milk,Bad Smell,2.0,Yes,0.0,5.0,Low,Low,3.3
CMP000399,2025-07-05,Ghee,Packaging Issue,4.5,No,,14.9,Low,Low,
CMP000400,2025-05-28,Lassi,Spoiled Products,1.7,Yes,0.0,9.9,Low,High,3.1
CMP000401,2024-11-15,Paneer,Packaging Issue,1.6,Yes,1.0,10.8,High,Medium,4.4
CMP000402,2024-10-15,Ghee,Spoiled Products,3.4,No,,7.1,Low,Low,
CMP000403,2025-01-28,Paneer,Packaging Issue,3.8,No,,17.2,Low,Low,
CMP000404,2025-07-17,Ghee,Taste Issue,3.2,No,,7.1,Low,Low,
CMP000405,2025-08-02,Curd,Taste Issue,2.9,Yes,0.0,8.1,Medium,High,3.9
CMP000406,2025-01-01,Milk,Bad Smell,4.1,No,,13.8,Medium,Low,
CMP000407,2025-03-19,Lassi,Packaging Issue,1.7,No,,11.4,Low,Low,
CMP000408,2025-03-21,Ghee,Bad Smell,1.9,No,,15.3,Low,Medium,
CMP000409,2025-04-19,Milk,Late Delivery,3.7,No,,23.4,Low,Low,
CMP000410,2025-02-17,Ghee,Taste Issue,2.7,No,,15.5,Low,Low,
CMP000411,2025-01-22,Ghee,Late Delivery,3.0,Yes,1.0,23.0,Low,High,3.3
CMP000412,2025-01-12,Paneer,Spoiled Products,1.5,No,,5.6,Medium,Low,
CMP000413,2025-01-30,Paneer,Taste Issue,2.0,Yes,1.0,11.8,Low,Low,3.6
CMP000414,2025-08-05,Ghee,Late Delivery,4.1,No,,6.3,Low,Low,
CMP000415,2025-07-11,Lassi,Late Delivery,4.7,Yes,4.0,21.3,Medium,Medium,3.5
CMP000416,2024-10-10,Ghee,Taste Issue,3.4,Yes,2.0,9.5,Low,Medium,4.4
CMP000417,2025-06-01,Milk,Packaging Issue,4.6,No,,17.8,Low,Low,
CMP000418,2025-07-01,Curd,Bad Smell,1.1,No,,10.2,Medium,Medium,
CMP000419,2024-10-20,Milk,Spoiled Products,1.5,No,,19.5,Low,Medium,
CMP000420,2025-05-03,Lassi,Late Delivery,1.8,Yes,6.0,18.8,Medium,Medium,4.6
CMP000421,2025-06-03,Lassi,Spoiled Products,1.3,No,,6.7,Medium,Medium,
CMP000422,2025-07-07,Milk,Spoiled Products,1.8,Yes,0.0,9.0,Low,High,4.4
CMP000423,2024-11-06,Curd,Bad Smell,4.3,No,,16.7,Low,Low,
CMP000424,2024-12-20,Curd,Packaging Issue,3.4,Yes,7.0,15.7,Low,Low,4.8
CMP000425,2024-09-07,Milk,Bad Smell,1.1,Yes,2.0,21.1,Medium,Low,3.4
CMP000426,2024-10-16,Paneer,Spoiled Products,2.1,No,,14.3,Medium,High,
CMP000427,2025-05-23,Milk,Packaging Issue,4.6,Yes,0.0,8.5,Medium,High,4.4
CMP000428,2025-06-23,Curd,Packaging Issue,4.6,No,,13.2,Low,Low,
CMP000429,2024-10-09,Lassi,Taste Issue,2.6,Yes,0.0,14.2,Medium,Medium,3.7
CMP000430,2024-09-14,Lassi,Taste Issue,2.1,Yes,7.0,5.3,High,Medium,4.7
CMP000431,2025-06-20,Curd,Bad Smell,1.8,Yes,0.0,20.1,Medium,Medium,4.3
CMP000432,2025-05-12,Paneer,Late Delivery,3.6,No,,9.2,Low,Low,
CMP000433,2025-03-28,Milk,Taste Issue,3.8,Yes,5.0,18.5,Low,Low,4.6
CMP000434,2025-07-20,Curd,Taste Issue,2.2,Yes,2.0,9.9,Low,Medium,4.5
CMP000435,2025-06-30,Lassi,Spoiled Products,4.8,No,,17.1,Low,Low,
CMP000436,2025-07-23,Curd,Packaging Issue,4.2,No,,11.4,Low,Low,
CMP000437,2025-06-03,Milk,Packaging Issue,1.2,Yes,7.0,21.8,Low,Medium,3.8
CMP000438,2025-01-25,Curd,Packaging Issue,1.2,Yes,2.0,23.8,Low,High,4.8
CMP000439,2025-04-14,Ghee,Spoiled Products,2.3,Yes,1.0,13.8,Medium,Low,4.3
CMP000440,2025-04-09,Milk,Packaging Issue,2.1,Yes,2.0,13.8,Medium,Low,4.2
CMP000441,2024-09-20,Ghee,Packaging Issue,2.7,No,,11.7,Low,Low,
CMP000442,2025-02-04,Curd,Late Delivery,4.6,Yes,0.0,17.5,Medium,Low,4.4
CMP000443,2024-10-31,Curd,Bad Smell,1.5,No,,14.1,Low,Low,
CMP000444,2025-05-25,Milk,Bad Smell,4.8,No,,18.6,Low,Low,
CMP000445,2025-06-21,Paneer,Bad Smell,5.0,No,,11.2,Low,High,
CMP000446,2025-04-19,Ghee,Late Delivery,1.9,Yes,3.0,18.7,Low,Low,3.7
CMP000447,2024-11-25,Milk,Packaging Issue,4.5,No,,19.4,Medium,Low,
CMP000448,2024-11-09,Milk,Late Delivery,3.6,Yes,0.0,17.8,Low,Low,4.1
CMP000449,2025-02-09,Ghee,Spoiled Products,1.8,Yes,4.0,12.4,Low,Low,4.2
CMP000450,2025-07-22,Paneer,Packaging Issue,4.3,Yes,1.0,9.7,Medium,Low,4.2
CMP000451,2025-06-08,Curd,Taste Issue,4.9,No,,18.1,Low,Low,
CMP000452,2024-10-15,Ghee,Spoiled Products,3.8,No,,10.6,Low,Medium,
CMP000453,2024-12-25,Milk,Taste Issue,3.7,Yes,1.0,19.6,Low,Medium,4.8
CMP000454,2025-07-06,Paneer,Packaging Issue,5.0,No,,9.3,Low,Medium,
CMP000455,2025-01-11,Milk,Bad Smell,2.4,No,,12.5,Low,Medium,
CMP000456,2025-01-14,Milk,Late Delivery,4.4,Yes,5.0,11.2,Low,Medium,4.8
CMP000457,2025-01-30,Milk,Bad Smell,4.3,Yes,1.0,12.0,High,Low,3.8
CMP000458,2024-12-14,Ghee,Packaging Issue,3.6,Yes,1.0,6.7,Medium,High,4.7
CMP000459,2024-10-13,Milk,Packaging Issue,4.6,No,,20.0,Medium,Low,
CMP000460,2024-09-17,Ghee,Bad Smell,3.4,Yes,7.0,22.4,Low,Low,3.1
CMP000461,2025-04-21,Curd,Bad Smell,1.0,Yes,5.0,14.4,Medium,Medium,3.9
CMP000462,2024-12-21,Paneer,Packaging Issue,2.4,No,,7.0,Medium,Medium,
CMP000463,2024-12-20,Lassi,Late Delivery,1.0,Yes,7.0,21.0,Medium,Low,4.0
CMP000464,2025-07-09,Paneer,Bad Smell,4.9,Yes,3.0,15.0,Low,Medium,3.2
CMP000465,2024-12-04,Ghee,Taste Issue,2.8,No,,12.9,Low,Low,
CMP000466,2025-01-07,Milk,Late Delivery,2.6,Yes,0.0,20.5,Medium,High,4.3
CMP000467,2025-06-23,Lassi,Taste Issue,1.8,No,,23.0,Low,Low,
CMP000468,2025-04-18,Paneer,Packaging Issue,2.3,No,,18.3,Low,Low,
CMP000469,2025-02-22,Milk,Spoiled Products,1.0,No,,20.6,High,Low,
CMP000470,2024-11-21,Lassi,Bad Smell,3.8,Yes,2.0,13.8,Medium,Medium,3.8
CMP000471,2024-09-11,Curd,Taste Issue,1.8,Yes,6.0,8.3,Medium,Low,3.7
CMP000472,2024-12-12,Ghee,Late Delivery,4.7,Yes,7.0,13.1,Low,Low,4.9
CMP000473,2025-03-03,Milk,Taste Issue,3.9,No,,20.8,Low,Low,
CMP000474,2024-11-11,Paneer,Taste Issue,1.7,Yes,1.0,11.7,Medium,Medium,4.0
CMP000475,2024-08-13,Ghee,Packaging Issue,4.9,Yes,4.0,12.0,Low,Low,4.6
CMP000476,2025-06-17,Paneer,Packaging Issue,3.4,No,,20.9,Low,Low,
CMP000477,2025-01-13,Lassi,Spoiled Products,1.8,No,,17.7,High,Low,
CMP000478,2024-09-27,Paneer,Taste Issue,3.2,No,,18.2,Medium,Low,
CMP000479,2025-06-02,Lassi,Taste Issue,4.8,No,,17.5,Medium,Low,
CMP000480,2025-06-23,Ghee,Late Delivery,3.1,Yes,6.0,6.9,Medium,Low,4.5
CMP000481,2025-03-13,Paneer,Bad Smell,3.7,Yes,0.0,17.8,Low,Medium,3.1
CMP000482,2024-08-12,Ghee,Late Delivery,3.5,Yes,6.0,8.8,Medium,Medium,3.6
CMP000483,2025-06-12,Milk,Packaging Issue,2.6,No,,23.3,Low,Medium,
CMP000484,2025-05-23,Paneer,Taste Issue,4.5,No,,20.6,High,Medium,
CMP000485,2024-11-24,Curd,Taste Issue,3.2,Yes,3.0,9.9,Low,Medium,3.4
CMP000486,2025-01-14,Paneer,Taste Issue,1.5,Yes,6.0,9.6,Low,Low,4.7
CMP000487,2025-05-21,Milk,Bad Smell,2.9,Yes,0.0,7.1,Low,Low,4.9
CMP000488,2025-01-03,Lassi,Bad Smell,3.0,No,,5.5,Medium,Low,
CMP000489,2025-01-13,Paneer,Taste Issue,1.3,Yes,6.0,14.9,Low,Low,4.8
CMP000490,2025-01-27,Curd,Bad Smell,2.4,Yes,7.0,23.9,Medium,High,3.0
CMP000491,2025-07-11,Curd,Packaging Issue,2.0,Yes,0.0,17.7,Low,High,4.9
CMP000492,2024-12-11,Ghee,Bad Smell,3.2,No,,4.5,Low,Medium,
CMP000493,2025-07-28,Lassi,Taste Issue,2.8,Yes,4.0,22.0,Low,Low,4.9
CMP000494,2025-04-28,Paneer,Taste Issue,3.1,Yes,3.0,17.4,Medium,Medium,3.8
CMP000495,2024-11-23,Milk,Spoiled Products,3.2,No,,16.9,High,Medium,
CMP000496,2024-12-02,Paneer,Late Delivery,2.8,No,,4.8,Low,Low,
CMP000497,2025-06-05,Curd,Taste Issue,1.3,Yes,4.0,12.2,Low,Low,3.6
CMP000498,2024-12-01,Ghee,Late Delivery,3.1,Yes,0.0,18.0,Low,High,3.2
CMP000499,2025-03-04,Curd,Taste Issue,1.3,No,,11.6,Medium,Low,
CMP000500,2025-06-07,Paneer,Taste Issue,1.9,No,,19.9,Medium,Low,
CMP000501,2024-11-17,Paneer,Bad Smell,3.7,No,,23.1,Low,Medium,
CMP000502,2024-10-03,Paneer,Late Delivery,1.2,No,,14.7,High,Low,
CMP000503,2025-06-09,Curd,Spoiled Products,2.7,Yes,2.0,7.7,Medium,Low,3.2
CMP000504,2025-05-02,Lassi,Late Delivery,4.4,No,,16.9,Low,Medium,
CMP000505,2025-07-13,Curd,Late Delivery,1.8,No,,23.0,Low,Medium,
CMP000506,2025-05-17,Paneer,Late Delivery,2.1,Yes,3.0,10.4,Low,Medium,3.6
CMP000507,2024-11-27,Lassi,Spoiled Products,3.3,No,,20.2,High,Low,
CMP000508,2024-09-18,Curd,Spoiled Products,4.1,No,,9.5,Low,Medium,
CMP000509,2025-05-23,Curd,Packaging Issue,2.9,No,,19.5,Low,Low,
CMP000510,2024-09-06,Lassi,Late Delivery,4.4,Yes,3.0,9.3,Medium,Low,3.2
CMP000511,2025-04-29,Milk,Taste Issue,3.5,No,,19.4,Low,Low,
CMP000512,2025-02-04,Curd,Taste Issue,4.6,No,,17.1,Low,Low,
CMP000513,2025-03-04,Lassi,Bad Smell,1.5,Yes,6.0,11.3,Low,Low,4.9
CMP000514,2025-07-05,Lassi,Spoiled Products,4.0,Yes,7.0,7.2,Low,Low,4.7
CMP000515,2025-05-11,Paneer,Packaging Issue,4.8,Yes,3.0,19.2,Low,Low,3.5
CMP000516,2025-06-25,Paneer,Taste Issue,4.6,No,,11.8,High,Medium,
CMP000517,2025-03-16,Milk,Bad Smell,1.4,No,,20.7,Low,Low,
CMP000518,2025-06-03,Paneer,Packaging Issue,3.6,No,,15.8,Medium,Low,
CMP000519,2025-06-17,Curd,Packaging Issue,4.9,Yes,6.0,11.1,Medium,Low,4.0
CMP000520,2024-10-29,Lassi,Late Delivery,3.0,Yes,7.0,7.3,Low,Medium,3.4
CMP000521,2025-06-10,Paneer,Spoiled Products,2.4,Yes,3.0,12.3,Low,Low,4.4
CMP000522,2025-04-09,Ghee,Spoiled Products,3.4,No,,4.4,Low,Low,
CMP000523,2024-11-25,Paneer,Spoiled Products,3.5,Yes,2.0,5.1,Low,Low,4.9
CMP000524,2024-10-10,Lassi,Taste Issue,3.6,No,,22.9,Low,Medium,
CMP000525,2025-01-24,Ghee,Packaging Issue,1.7,No,,16.0,Medium,Medium,
CMP000526,2025-02-10,Paneer,Taste Issue,3.6,No,,7.4,Medium,High,
CMP000527,2024-12-06,Lassi,Taste Issue,1.3,No,,11.7,Low,Low,
CMP000528,2025-02-08,Lassi,Packaging Issue,4.3,Yes,2.0,13.5,Medium,Low,4.6
CMP000529,2025-04-15,Lassi,Late Delivery,1.4,Yes,0.0,21.9,Medium,Medium,4.0
CMP000530,2025-04-23,Curd,Late Delivery,3.8,No,,8.6,Medium,Medium,
CMP000531,2025-05-04,Ghee,Bad Smell,3.4,Yes,6.0,6.7,Low,Low,4.7
CMP000532,2025-05-08,Curd,Taste Issue,4.5,No,,9.2,Low,Medium,
CMP000533,2024-08-22,Milk,Taste Issue,3.1,Yes,6.0,17.1,Medium,Low,3.7
CMP000534,2024-10-06,Paneer,Packaging Issue,3.6,No,,9.2,Low,Low,
CMP000535,2024-08-11,Lassi,Bad Smell,5.0,No,,19.1,Low,Medium,
CMP000536,2025-02-22,Ghee,Spoiled Products,2.5,No,,9.1,Low,Low,
CMP000537,2024-10-17,Ghee,Spoiled Products,4.4,Yes,3.0,12.9,Medium,Low,3.4
CMP000538,2025-01-01,Ghee,Bad Smell,4.2,Yes,2.0,11.8,Medium,Medium,4.6
CMP000539,2025-01-23,Ghee,Taste Issue,2.7,Yes,4.0,8.4,Low,Low,3.8
CMP000540,2024-11-28,Ghee,Taste Issue,3.6,No,,18.2,Low,High,
CMP000541,2025-06-08,Paneer,Packaging Issue,2.8,Yes,4.0,7.9,Medium,Low,4.4
CMP000542,2025-03-10,Lassi,Spoiled Products,3.7,No,,8.8,Low,Low,
CMP000543,2024-10-21,Curd,Packaging Issue,2.4,No,,12.1,Low,Low,
CMP000544,2024-10-28,Milk,Late Delivery,3.2,No,,10.9,Medium,Low,
CMP000545,2024-09-10,Paneer,Packaging Issue,4.7,Yes,4.0,7.5,Low,Low,4.0
CMP000546,2025-01-10,Curd,Late Delivery,4.2,No,,21.5,Medium,Low,
CMP000547,2025-07-25,Ghee,Packaging Issue,3.3,Yes,5.0,23.2,Low,Low,4.2
CMP000548,2025-05-23,Milk,Packaging Issue,1.5,Yes,6.0,16.7,High,Medium,3.5
CMP000549,2025-06-14,Curd,Packaging Issue,4.8,Yes,4.0,9.0,Low,Medium,4.6
CMP000550,2024-10-11,Milk,Taste Issue,4.7,No,,10.3,Low,Low,
CMP000551,2024-12-11,Paneer,Spoiled Products,3.0,Yes,3.0,18.7,Medium,Low,3.4
CMP000552,2024-12-19,Paneer,Taste Issue,2.4,Yes,1.0,22.4,Medium,Medium,4.2
CMP000553,2025-06-12,Lassi,Late Delivery,4.4,No,,16.4,Low,High,
CMP000554,2024-08-29,Lassi,Bad Smell,3.0,No,,12.0,Medium,Low,
CMP000555,2025-05-12,Lassi,Packaging Issue,2.9,Yes,5.0,11.9,Medium,Low,5.0
CMP000556,2025-03-14,Lassi,Packaging Issue,2.3,Yes,0.0,17.5,Low,Low,3.7
CMP000557,2024-12-23,Curd,Spoiled Products,3.2,Yes,4.0,13.4,Medium,Low,4.0
CMP000558,2025-04-30,Paneer,Packaging Issue,3.8,No,,11.3,Low,Low,
CMP000559,2025-03-12,Lassi,Spoiled Products,4.9,Yes,1.0,18.4,Medium,Low,4.7
CMP000560,2025-06-16,Paneer,Spoiled Products,4.2,Yes,7.0,20.1,Low,Low,5.0
CMP000561,2025-05-29,Lassi,Taste Issue,3.9,No,,10.0,Low,Low,
CMP000562,2025-04-16,Ghee,Late Delivery,3.8,Yes,3.0,20.3,Low,Medium,3.9
CMP000563,2025-06-08,Curd,Bad Smell,2.4,No,,10.9,Low,Low,
CMP000564,2024-12-31,Lassi,Spoiled Products,3.3,Yes,4.0,11.1,Medium,Low,4.5
CMP000565,2025-02-15,Milk,Packaging Issue,3.5,No,,16.6,Low,Low,
CMP000566,2025-01-20,Curd,Packaging Issue,3.5,No,,21.0,Low,Low,
CMP000567,2024-10-06,Paneer,Bad Smell,2.3,No,,18.2,Medium,Low,
CMP000568,2025-01-22,Ghee,Bad Smell,4.0,No,,12.3,Low,Low,
CMP000569,2025-01-21,Paneer,Bad Smell,4.8,Yes,3.0,7.3,Low,Low,4.8
CMP000570,2025-04-14,Lassi,Late Delivery,1.1,No,,14.5,High,Low,
CMP000571,2025-08-05,Lassi,Spoiled Products,1.3,No,,10.2,Low,Low,
CMP000572,2024-09-02,Paneer,Spoiled Products,3.1,Yes,0.0,4.7,Low,High,4.7
CMP000573,2025-05-02,Ghee,Taste Issue,4.7,No,,6.7,High,Low,
CMP000574,2024-08-24,Lassi,Taste Issue,2.8,No,,14.5,Medium,Low,
CMP000575,2025-07-16,Curd,Packaging Issue,3.2,Yes,7.0,10.2,Low,Low,3.0
CMP000576,2024-09-11,Lassi,Spoiled Products,2.4,No,,14.7,Medium,Low,
CMP000577,2025-03-23,Ghee,Bad Smell,1.0,No,,20.0,Low,Medium,
CMP000578,2024-10-30,Lassi,Bad Smell,1.8,No,,11.9,Low,Medium,
CMP000579,2025-04-01,Ghee,Packaging Issue,1.9,Yes,6.0,16.5,Low,Medium,4.2
CMP000580,2024-11-18,Curd,Bad Smell,3.6,No,,12.3,Medium,Low,
CMP000581,2024-08-31,Curd,Late Delivery,3.5,No,,9.4,Medium,Low,
CMP000582,2025-03-27,Milk,Spoiled Products,1.2,Yes,2.0,23.4,Low,Low,3.9
CMP000583,2025-06-28,Milk,Spoiled Products,1.4,Yes,7.0,8.3,Low,Medium,4.0
CMP000584,2025-04-17,Curd,Packaging Issue,3.8,Yes,5.0,5.6,Medium,Low,3.5
CMP000585,2024-11-30,Ghee,Late Delivery,3.2,Yes,3.0,21.9,Low,Low,3.0
CMP000586,2024-08-27,Paneer,Packaging Issue,4.1,No,,8.9,High,Low,
CMP000587,2024-10-31,Milk,Taste Issue,3.7,Yes,7.0,11.8,High,High,3.3
